event_date	event_type	event_id	feeder_id	feeder_name	location	region	alarm_time	log_server_time
01-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	01-06-2024 06:00	01-06-2024 06:02
01-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	01-06-2024 06:25	01-06-2024 06:27
01-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	01-06-2024 14:45	01-06-2024 14:47
01-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	01-06-2024 15:10	01-06-2024 15:12
02-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	02-06-2024 07:30	02-06-2024 07:32
02-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	02-06-2024 07:55	02-06-2024 07:57
02-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	02-06-2024 16:45	02-06-2024 16:47
02-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	02-06-2024 17:10	02-06-2024 17:12
03-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	03-06-2024 09:45	03-06-2024 09:47
03-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	03-06-2024 10:10	03-06-2024 10:12
03-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	03-06-2024 18:30	03-06-2024 18:32
03-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	03-06-2024 18:55	03-06-2024 18:57
04-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	04-06-2024 11:45	04-06-2024 11:47
04-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	04-06-2024 12:10	04-06-2024 12:12
04-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	04-06-2024 19:45	04-06-2024 19:47
04-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	04-06-2024 20:10	04-06-2024 20:12
05-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	05-06-2024 13:30	05-06-2024 13:32
05-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	05-06-2024 13:55	05-06-2024 13:57
05-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	05-06-2024 22:30	05-06-2024 22:32
05-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	05-06-2024 22:55	05-06-2024 22:57
06-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	06-06-2024 16:30	06-06-2024 16:32
06-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	06-06-2024 16:55	06-06-2024 16:57
06-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	06-06-2024 23:15	06-06-2024 23:17
06-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	06-06-2024 23:40	06-06-2024 23:42
07-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	07-06-2024 17:45	07-06-2024 17:47
07-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	07-06-2024 18:10	07-06-2024 18:12
07-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	07-06-2024 23:25	07-06-2024 23:27
07-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	07-06-2024 23:50	07-06-2024 23:52
08-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	08-06-2024 08:25	08-06-2024 08:27
08-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	08-06-2024 08:50	08-06-2024 08:52
08-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	08-06-2024 16:30	08-06-2024 16:32
08-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	08-06-2024 16:55	08-06-2024 16:57
09-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	09-06-2024 12:15	09-06-2024 12:17
09-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	09-06-2024 12:40	09-06-2024 12:42
09-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	09-06-2024 21:00	09-06-2024 21:02
09-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	09-06-2024 21:25	09-06-2024 21:27
10-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	10-06-2024 10:00	10-06-2024 10:02
10-06-2024	METER_FIRST_BREATH	900001	FD98762	Ganeshguri Feeder	Ganeshguri	Guwahati -4	10-06-2024 10:25	10-06-2024 10:27
10-06-2024	METER_LAST_GASP	900001	FD98761	Ganeshguri Feeder	Ganeshguri	Guwahati -4	10-06-2024 18:15	10-06-2024 18:17
